1,2.449489742783178
2,2.7386127875258306
3,2.8577380332470415
4,2.9226129861250305
5,2.9633877010385707
6,2.9913764947484185
7,3.011773947846214
8,3.027297856657843
9,3.0395075895610533
10,3.04936163598207
11,3.0574815067075627
12,3.064287817833928
13,3.0700753718932203
14,3.0750569155713614
15,3.079389826032086
16,3.0831930203394537
17,3.086558025753714
18,3.089556434969781
19,3.092245052300697
20,3.094669524113704
21,3.0968669499439283
22,3.098867793222209
23,3.100697301395178
24,3.1023765763598083
25,3.1039233917005755
26,3.1053528239462542
27,3.1066777454164556
28,3.1079092128133925
29,3.109056776410318
30,3.1101287281412624
31,3.1111323022281687
32,3.112073838611087
33,3.112958916985707
34,3.113792467435733
35,3.1145788622931323
36,3.1153219928400357
37,3.116025333692319
38,3.116691997112655
39,3.1173247790439818
40,3.117926198299378
41,3.1184985300665664
42,3.1190438346665714
43,3.1195639823326893
44,3.1200606746377715
45,3.1205354630870756
46,3.1209897653046594
47,3.1214248791690196
48,3.121841995194823
49,3.1222422074094722
50,3.1226265229337264
51,3.122995870443018
52,3.1233511076591096
53,3.123693027999298
54,3.1240223664916593
55,3.1243398050491447
56,3.1246459771821593
57,3.1249414722181563
58,3.125226839087383
59,3.125502589725938
60,3.1257692021405243
61,3.126027123173502
62,3.126276771001872
63,3.126518537399598
64,3.1267527897890046
65,3.1269798731038416
66,3.127200111483887
67,3.1274138098185906
68,3.127621255155218
69,3.1278227179851794
70,3.12801845342065
71,3.128208702272253
72,3.1283936920373785
73,3.1285736378076576
74,3.1287487431032104
75,3.128919200640468
76,3.1290851930396557
77,3.129246893477402
78,3.12940446628937
79,3.1295580675273276
80,3.129707845474619
81,3.129853941123617
82,3.1299964886183926
83,3.13013561566552
84,3.130271443915658
85,3.1304040893183114
86,3.1305336624519415
87,3.1306602688314
88,3.1307840091944903
89,3.130904979769279
90,3.131023272523667
91,3.1311389753985552
92,3.131252172525874
93,3.1313629444325923
94,3.131471368231758
95,3.131577517801512
96,3.131681463952958
97,3.13178327458769
98,3.1318830148456995
99,3.1319807472443624
100,3.1320765318091053
101,3.1321704261963457
102,3.1322624858092176
103,3.1323527639065847
104,3.1324413117057803
105,3.1325281784795016
106,3.132613411647233
107,3.1326970568615597
108,3.132779158089708
109,3.1328597576906025
110,3.1329388964877394
111,3.1330166138381332
112,3.133092947697577
113,3.1331679346824544
114,3.1332416101283025
115,3.1333140081453337
116,3.13338516167109
117,3.1334551025204074
118,3.1335238614328493
119,3.13359146811775
120,3.133657951297018
121,3.1337233387458188
122,3.133787657331267
123,3.133850933049231
124,3.1339131910593676
125,3.1339744557184743
126,3.1340347506122623
127,3.134094098585629
128,3.1341525217715183
129,3.1342100416184393
130,3.134266678916722
131,3.1343224538235694
132,3.1343773858869777
133,3.1344314940685765
134,3.134484796765453
135,3.134537311831008
136,3.134589056594888
137,3.134640047882056
138,3.134690302031031
139,3.134739834911337
140,3.1347886619402168
141,3.134836798098628
142,3.134884257946566
143,3.13493105563775
144,3.134977204933693
145,3.135022719217194
146,3.135067611505279
147,3.135111894461609
148,3.1351555804083913
149,3.1351986813378128
150,3.1352412089230115
151,3.1352831745286194
152,3.1353245892208856
153,3.135365463777407
154,3.1354058086964756
155,3.1354456342060724
156,3.1354849502725077
157,3.1355237666087388
158,3.1355620926823686
159,3.135599937723344
160,3.135637310731367
